ReservesEELVLT,EELVLT,23,-975,1,RS
Nuclear_Poland,Poland,24,5600,6,Nuclear
Lignite_Poland,Poland,24,1126,3,KulUdland
Coal_Poland,Poland,24,6710,17,KulUdland
Gas_Poland,Poland,24,10001,100,GasUdland
Oil_Poland,Poland,24,0,1,OlieUdland
HydroRun_Poland,Poland,24,536,1,ROR
HydroTurbine_Poland,Poland,24,362,7,HydroRes
HydroPump_Poland,Poland,24,1322,26,HydroPumpCL
WindLand_Poland,Poland,24,7700,1,Wind
WindSea_Poland,Poland,24,10320,1,Wind
PV_Poland,Poland,24,20156,1,Solar
